Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Hsing,645,France,Male,47,9,152076.93,1,0,121840.2,1
Chiu,809,France,Male,43,2,0,1,1,132908.07,0
Chang,560,France,Male,49,4,0,1,1,100075.1,1
Kornilova,744,France,Male,29,1,43504.42,1,1,119327.75,0
Chifo,731,Spain,Female,39,2,0,1,0,136737.13,0
Lu,471,Spain,Female,28,5,0,1,1,22356.97,0
Bellucci,686,France,Female,38,2,93569.86,0,0,10137.34,1
Michael,668,Spain,Male,45,4,102486.21,1,1,158379.25,0
Sinclair,575,France,Male,36,1,0,0,1,94570.56,0
Chukwuebuka,435,France,Male,37,8,114346.3,0,1,980.93,1
Schmidt,743,France,Male,23,3,110203.77,1,0,95583.45,0
Parry,580,France,Female,39,9,128362.59,1,0,86044.98,0
McIntyre,599,France,Female,49,10,143888.22,1,1,166236.38,1
Lo Duca,534,Spain,Male,34,5,170600.78,0,1,5240.53,0
Ferrari,680,France,Female,32,5,0,1,1,150684.23,0
Berry,631,Spain,Female,46,10,0,1,1,129508.96,0
Cattaneo,485,France,Female,39,2,75339.64,1,1,70665.16,0
Foster,699,France,Female,40,8,122038.34,1,0,102085.35,0
Gordon,712,France,Male,34,1,0,1,1,195052.12,0
May,603,France,Male,51,8,186825.57,1,0,93739.71,1
Cameron,850,France,Male,40,6,124788.18,1,0,65612.12,0
Ch'eng,584,France,Female,41,3,0,1,1,160095.48,0
Curtis,604,France,Female,71,2,0,1,1,49506.82,0
Whitehead,586,France,Male,51,2,138553.57,1,1,92406.22,0
Chukwuemeka,467,Spain,Male,39,5,0,1,1,7415.96,0
Onwughara,520,France,Male,35,9,105387.89,1,1,25059.06,0
Grant,683,Spain,Male,40,4,95053.1,1,1,116816.54,1
Browne,557,France,Male,36,3,0,0,1,144078.02,0
Goloubev,613,Spain,Female,32,0,0,0,1,126675.62,0
Gordon,786,France,Male,34,3,137361.96,0,0,183682.09,0
Sutherland,593,Spain,Male,32,10,158537.42,1,0,166850.57,0
Quesada,670,Spain,Female,29,9,0,1,0,27359.19,0
Wright,657,France,Female,48,5,143595.87,0,0,101314.65,1
Simmons,718,France,Male,32,9,169947.41,1,1,27979.16,0
Yobachukwu,623,France,Female,24,7,148167.83,1,1,109470.34,0
Read,496,France,Male,31,5,0,1,0,93713.13,0
Wunder,429,France,Female,39,6,48023.83,1,0,74870.99,0
Nnaife,606,France,Male,36,1,155655.46,1,1,192387.51,1
Shen,499,France,Female,46,6,0,1,0,73457.55,0
Powell,642,France,Male,62,7,0,1,1,61120.75,0
Goddard,641,France,Female,52,4,0,1,0,90964.54,1
Buckley,673,France,Male,32,8,121240.76,1,0,116969.73,0
McIntyre,570,France,Female,36,3,0,1,0,92118.75,0
Yen,472,France,Female,37,1,0,1,1,48357.9,0
Okonkwo,550,France,Male,35,9,129847.75,1,0,197325.4,0
Burlingame,625,France,Female,55,8,118772.71,0,0,135853.62,1
Hs?,516,France,Male,46,2,0,1,1,169122.54,0
Board,682,France,Male,32,2,105163.88,1,1,164170.46,0
Adams,620,France,Male,28,8,0,1,1,199909.32,0
Rizzo,626,France,Female,39,0,0,1,1,83295.09,0
Chukwufumnanya,623,France,Female,29,1,0,0,0,39382.06,0
Fraser,569,France,Female,35,4,93934.63,1,0,184748.23,0
Russell,724,France,Female,69,5,117866.92,1,1,62280.91,0
Yefimova,678,France,Female,55,5,0,0,1,196794.11,1
Palermo,713,Spain,Female,26,4,122857.46,1,0,144682.17,1
Bergamaschi,631,France,Male,32,10,0,0,1,196342.66,0
Shao,846,France,Female,37,6,127103.97,1,1,41516.44,0
Chimaraoke,660,France,Female,43,1,0,0,1,112026.1,1
McGregor,567,France,Male,54,9,96402.96,0,0,52035.29,1
Kesteven,731,France,Male,31,1,132512.26,1,1,185466.85,0
Ritchie,693,Spain,Male,47,8,107604.66,1,1,80149.27,0
Jenks,772,France,Male,34,9,0,1,0,170980.86,0
Udokamma,657,France,Male,38,7,0,1,0,185827.74,0
Boyle,774,France,Male,34,4,120875.23,0,1,113407.26,0
Azuka,667,France,Female,37,9,71786.9,1,1,67734.79,0
Pai,516,France,Female,37,8,113143.12,0,0,3363.36,0
Howells,551,Spain,Male,49,1,150777.72,1,1,135757.27,0
Hs?,542,Spain,Male,35,2,174894.53,1,1,22314.55,0
Kelly,623,France,Male,28,7,0,0,0,129526.57,0
Walton,701,France,Female,43,2,160416.56,0,1,37266.43,0
Ebelechukwu,583,France,Male,48,3,91246.53,1,0,60017.46,1
Vasilieva,731,Spain,Male,46,10,0,1,0,153015.42,0
Hsiao,461,France,Female,35,5,0,1,1,54209.02,0
Abrego,702,France,Female,23,7,98775.23,1,0,114603.96,0
Gibson,565,France,Female,47,10,139756.12,1,0,165849.49,1
Giordano,711,Spain,Male,42,3,177626.77,0,1,16392.72,1
Mancini,664,France,Male,54,8,0,1,1,162719.69,1
Afanasyeva,518,Spain,Male,50,4,0,0,0,107112.25,1
Wright,728,Spain,Male,42,8,0,0,1,41823.22,0
Okwudiliolisa,585,France,Male,37,6,152496.82,1,1,99907.29,0
Hughes,573,France,Male,52,8,0,0,1,178229.04,0
Parrott,568,France,Male,26,1,112930.28,1,0,22095.73,0
Hughes,602,France,Female,26,8,113674.2,1,0,197861.16,1
Zinachukwudi,603,France,Male,44,9,0,1,0,138328.24,0
Keane,687,France,Male,38,0,144450.58,0,1,137276.83,0
McCollum,741,France,Male,52,1,171236.3,0,0,21834.4,1
Simpson,469,Spain,Male,37,9,96776.49,1,1,119890.86,0
Gambrell,477,France,Female,58,8,145984.92,1,1,24564.7,0
Moretti,737,France,Male,43,8,96353.8,0,0,10209.8,0
Ricci,835,France,Male,25,7,0,1,1,83449.65,0
Rieke,717,France,Female,33,0,115777.23,1,1,81508.1,0
Ndubuagha,562,France,Female,51,7,122822,0,0,32626.21,0
Chung,758,Spain,Male,61,2,0,1,1,43982.41,0
Ts'ai,408,France,Male,40,3,0,0,0,124874.23,0
Cox,650,Spain,Female,32,4,79450.09,1,1,118324.75,0
Lei,582,France,Male,33,2,122394,1,1,22113.93,0
Ulyanova,706,Spain,Female,43,1,0,1,0,31962.77,0
Gray,567,France,Male,41,0,134378.89,1,1,105746.94,0
McGregor,720,France,Male,29,2,0,1,0,39925.52,0
Tretiakova,631,Spain,Female,31,2,88161.85,1,0,127630.88,0
Genovesi,623,Spain,Male,41,2,142412.13,1,0,28778.98,0
Gordon,514,France,Male,35,3,121030.9,1,0,10008.68,0
Aitken,650,France,Female,35,3,165982.43,1,1,24482.16,0
Ginikanwa,673,Spain,Female,35,6,0,1,0,98618.79,0
Coates,504,France,Female,32,8,206663.75,0,0,16281.94,0
Piazza,723,France,Male,37,3,94661.53,1,0,121239.65,0
Cawood,645,France,Male,25,0,174400.36,1,0,42669.37,0
Ignatieff,664,Spain,Male,41,7,123428.69,1,1,164924.11,0
Gallo,760,Spain,Male,43,6,175735.5,1,1,157337.29,0
Yelverton,766,Spain,Male,36,5,78381.13,0,1,153831.6,0
William,634,France,Male,37,5,115345.86,0,0,168781.8,0
Mault,640,France,Female,31,10,118613.34,1,0,168469.65,0
Mackay,784,France,Male,28,2,109960.06,1,1,170829.87,0
McIntyre,547,France,Female,42,1,142703.4,1,0,86207.49,1
Henry,608,France,Female,40,8,121729.42,0,0,61164.45,0
Kao,547,France,Female,35,4,0,1,1,133287.73,0
Frewin,612,France,Female,43,4,139496.35,1,1,77128.23,0
Yefremova,573,Spain,Male,28,8,0,0,0,77660.03,0
Anenechukwu,615,Spain,Male,32,5,138521.83,1,1,56897.1,0
Trentino,710,France,Female,33,2,0,1,0,72945.32,0
Tomlinson,674,France,Female,38,10,83727.68,1,0,45418.12,0
Royston,702,Spain,Female,38,9,0,1,1,158527.45,0
Cremonesi,616,France,Male,37,9,0,1,0,111312.96,0
Yeh,688,Spain,Male,32,6,124179.3,1,1,138759.15,0
Ch'in,605,France,Male,36,7,128829.25,1,0,190588.59,0
Martinez,676,France,Male,33,6,171490.78,0,0,79099.64,0
Wearing,708,Spain,Male,33,3,0,1,0,138613.21,0
Maclean,745,Spain,Female,38,7,0,1,1,194230.82,0
T'ao,661,Spain,Male,20,8,0,1,0,110252.53,0
Rose,726,France,Male,31,9,0,1,1,106117.3,0
Whitworth,475,France,Male,40,7,160818.08,0,1,169642.13,1
Suttor,751,France,Male,54,9,156367.6,0,1,116179.92,0
Hsing,645,France,Female,59,8,121669.93,0,0,91.75,1
Boni,775,France,Male,42,6,133970.22,0,1,187839.9,0
Marshall,540,France,Male,41,3,0,1,0,121098.65,0
Catchpole,591,France,Female,34,3,96127.27,0,0,30972.06,0
Tang,596,Spain,Male,60,7,121907.97,0,1,30314.04,0
Siddons,573,Spain,Male,41,5,0,0,1,14479.29,0
Wan,577,Spain,Male,31,6,0,1,1,196395.25,0
Efimov,830,France,Female,40,8,77701.64,0,1,19512.38,0
Rose,663,France,Male,67,9,0,1,1,72318.77,0
Fanucci,421,France,Male,34,2,0,1,1,96615.23,0
Iweobiegbulam,718,Spain,Male,34,5,113922.44,1,0,30772.22,0
Ijendu,655,France,Female,61,2,183997.7,1,1,161217.18,0
O'Sullivan,712,France,Male,23,2,0,0,1,66795.78,0
Hutchinson,663,France,Male,28,4,0,1,1,123969.64,0
Kwemto,640,France,Female,47,6,89799.46,0,1,13783.77,1
Chiu,577,Spain,Male,29,2,0,1,1,168924.41,0
Berry,546,Spain,Female,36,7,85660.96,0,0,134778.01,0
Hung,802,France,Male,37,9,115569.21,0,1,119782.89,0
Mordvinova,590,France,Female,45,2,81828.22,1,0,52167.97,0
Bruno,594,France,Male,18,1,132694.73,1,0,167689.56,0
Arbour,577,Spain,Male,51,2,108867,0,0,140800.66,1
Barese,541,France,Male,39,7,0,1,0,19823.02,0
Hingston,781,France,Female,27,5,0,0,0,72969.9,0
Davis,806,France,Male,34,2,96152.68,1,0,143711.02,0
Lawrence,723,France,Female,49,0,153855.52,1,1,180862.26,1
Chung,535,France,Male,45,2,0,1,0,125658.28,0
Padovano,768,France,Female,36,3,141334.95,0,1,125870.5,0
Blinova,653,France,Male,41,1,104584.11,1,0,15126.32,1
Carter,803,France,Female,50,8,98173.02,0,0,22457.25,1
Webb,545,Spain,Female,44,1,0,1,1,82614.89,0
T'an,581,France,Female,38,3,135157.05,1,1,32919.42,0
Yates,513,France,Female,49,5,171601.27,1,0,126223.84,0
Su,731,France,Male,29,5,179539.2,0,0,112010.02,0
Christian,727,France,Male,39,5,80615.46,0,0,180962.32,0
Chiu,560,Spain,Male,47,1,0,0,0,128882.66,1
Sacco,766,France,Male,27,5,126285.73,1,0,177614.17,1
Lettiere,630,France,Female,23,4,137964.51,0,1,174570.55,0
Daluchi,652,France,Male,41,9,159434.03,1,0,178373.93,0
T'ien,729,France,Male,40,5,113574.61,1,0,103396.08,0
Hung,629,France,Female,33,6,0,1,1,59129.72,0
Liu,667,France,Male,33,9,124573.33,0,0,683.37,0
Feng,671,France,Female,31,6,105864.6,1,0,145567.34,0
Gilbert,768,France,Female,47,5,104552.61,1,0,48137.08,1
Robb,732,France,Female,35,3,0,1,0,90876.95,0
Manfrin,546,France,Female,30,5,0,0,1,198543.09,0
Chinwenma,630,France,Male,55,2,0,1,1,106202.07,1
Smith,765,France,Female,46,8,119492.88,0,1,166896.01,1
Rowe,704,France,Female,33,0,130499.09,1,1,74804.36,0
Moran,470,Spain,Female,48,6,140576.11,1,1,116971.05,0
Walker,688,France,Female,34,9,91025.58,0,1,163783,0
Myers,685,France,Female,33,1,0,0,1,70221.13,1
Wall,567,France,Female,38,1,125877.65,1,1,107841.77,0
McKay,720,Spain,Male,64,3,45752.78,1,0,79623.28,1
Egobudike,609,France,Male,39,3,121778.71,1,1,138399.67,0
Williams,521,France,Female,49,2,127948.57,1,1,182765.14,0
Ochoa,556,France,Female,30,7,0,1,1,186648.19,0
Otutodilinna,662,France,Male,30,5,115286.68,1,1,149587.92,0
Ajuluchukwu,704,France,Male,41,9,62078.21,1,0,129050.67,0
Bellucci,750,France,Female,38,1,0,1,0,47764.99,0
Gordon,619,Spain,Female,32,4,175406.13,1,1,172792.43,1
Johnston,468,Spain,Male,26,1,131643.25,1,0,64436.16,0
De Luca,435,France,Male,44,3,151739.65,1,0,167461.5,0
Hill,529,France,Male,43,6,93616.35,0,0,98348.66,0
Eluemuno,702,France,Female,60,5,138597.54,1,1,41536.59,1
Howarth,608,France,Female,41,5,0,1,1,72462.25,0
Thomson,576,France,Male,40,9,0,1,0,112465.19,1
King,666,France,Female,27,1,85225.21,0,1,64511.44,0
Grant,730,France,Female,36,8,148749.29,1,0,91830.75,0
Gilbert,647,France,Male,52,7,130013.12,1,1,190806.36,1
Richmond,516,Spain,Female,27,1,0,0,1,112311.15,0
Fiorentino,711,France,Female,81,6,0,1,1,72276.24,0
Greece,736,France,Male,54,7,111729.47,0,1,84920.49,0
Dickson,768,France,Female,36,5,180169.44,1,0,17348.56,0
Henderson,427,Spain,Male,40,8,0,1,1,82870.75,0
Stevens,686,Spain,Female,47,6,0,1,0,32080.69,1
Mitchell,690,France,Female,42,5,0,0,1,120512.08,0
Nworie,647,Spain,Female,29,2,0,1,0,179032.68,0
Boni,714,France,Male,35,3,0,1,1,95623.28,0
Wentcher,736,France,Female,36,8,103914.17,1,1,110035.88,1
Bentley,608,France,Female,34,4,88772.87,1,1,168822.01,0
Hayes-Williams,809,France,Female,39,5,0,1,0,77705.75,0
Johnstone,745,France,Female,40,6,131184.67,1,1,49815.62,0
Johnstone,781,France,Male,38,2,117810.79,0,1,65632.33,1
Nixon,527,France,Male,31,4,0,1,0,169361.89,0
Trevisano,595,France,Female,32,0,92466.21,1,0,4721.3,0
Tsui,850,France,Female,38,2,102741.15,0,1,23974.85,0
Moss,569,France,Male,37,9,178755.84,1,0,199929.17,0
Graham,728,France,Male,43,7,0,1,0,40023.7,0
Onyemauchechukwu,473,France,Female,32,5,146602.25,1,1,72946.95,0
Saunders,738,France,Male,29,2,0,1,1,170421.13,0
Ko,659,France,Male,35,6,0,1,1,58879.11,0
Cairns,597,Spain,Male,38,6,115702.67,1,1,25059.05,0
Chiemela,445,France,Female,61,2,137655.31,0,1,29909.84,0
Robertson,671,France,Female,29,3,0,1,0,158043.11,0
P'eng,656,Spain,Female,34,6,59877.33,1,0,14032.62,1
Tseng,658,France,Male,31,5,100082.14,0,1,49809.88,0
Russell,698,France,Male,52,10,107304.39,1,0,28806.32,1
Yen,655,Spain,Male,38,9,0,0,1,90490.33,0
Yeh,772,Spain,Male,41,10,96032.22,1,1,75825.57,0
Kalinina,681,Spain,Male,33,10,0,0,0,158336.36,0
Collier,688,France,Male,29,9,144553.5,1,0,143454.95,0
Thomas,633,France,Male,40,5,86172.81,1,1,117279.49,0
Shaw,735,France,Male,73,9,0,1,1,114283.33,0
Francis,521,France,Female,29,2,87212.8,1,1,994.86,0
George,541,France,Male,36,5,0,1,0,124795.84,0
Ikenna,612,France,Female,36,2,130700.92,0,0,77592.8,0
Schatz,562,France,Male,62,3,0,1,0,105986.01,0
Tao,703,France,Female,32,6,0,0,0,33606.52,0
Scott,710,Spain,Male,23,6,0,1,1,134188.11,0
Sims,731,Spain,Female,40,5,171325.98,1,1,159718.27,1
Chibugo,703,Spain,Male,58,4,92930.92,0,1,85148.78,0
Ku,618,France,Female,40,0,0,1,0,119059.13,0
Stanton,689,France,Female,29,1,77556.79,1,1,122998.26,0
Kung,718,France,Male,33,7,102874.28,0,0,117841.06,0
Gibson,608,France,Male,37,5,146093.39,0,0,160593.41,0
Iheanacho,749,Spain,Male,34,2,0,0,0,174189.04,1
Costa,753,Spain,Male,51,4,79811.72,0,1,68260.27,1
Sal,630,Spain,Male,39,10,105473.74,0,0,58854.88,1
Lin,693,France,Female,43,1,121927.92,1,0,87994.95,1
Ferri,838,Spain,Female,40,6,61671.19,0,1,150659.35,1
Yin,756,France,Female,39,5,149363.12,1,1,109098.39,0
Avdeyeva,775,France,Female,27,4,152309.37,1,0,104112,0
Tu,635,France,Female,33,5,0,1,0,122949.71,0
Donnelly,705,Spain,Male,36,1,111629.29,1,1,21807.16,0
Loggia,481,France,Male,40,3,0,1,1,32319.93,0
Chao,727,Spain,Female,49,7,96296.78,1,0,190457.87,1
Belonwu,595,France,Male,20,4,95830.43,1,0,177738.98,0
Welch,535,France,Female,38,0,135919.33,1,0,80425.65,0
Henderson,578,France,Male,59,10,185966.64,0,0,9445.42,1
Yobanna,597,France,Female,29,5,0,1,1,174825.57,0
Gallo,449,France,Female,21,7,0,0,0,175743.92,0
Wilson,850,France,Female,43,8,92244.83,1,0,54949.73,0
Marino,494,France,Female,35,9,112727.06,1,0,183752.91,0
Bailey,676,France,Female,34,8,100359.54,0,0,46038.28,0
Gboliwe,818,France,Male,43,10,105301.5,1,1,78941.59,0
Chukwuhaenye,712,Spain,Male,45,6,112994.65,0,0,198398.68,0
Bianchi,672,France,Male,40,4,89025.88,1,0,188892.19,0
Ford,636,France,Male,35,9,95478.17,0,0,169286.74,0
Rizzo,698,France,Male,37,8,0,0,0,145004.39,0
Lung,597,France,Female,43,7,119127.46,1,0,55809.92,0
Ramirez,717,France,Male,28,4,128206.79,1,1,54272.12,0
Sabbatini,614,France,Male,49,1,0,1,0,192440.54,0
Ts'ao,708,France,Female,23,4,71433.08,1,0,103697.57,0
Trevisan,507,France,Male,36,9,118214.32,1,0,119110.03,1
Chinwenma,581,France,Female,27,5,102258.11,1,0,194681.6,0
Berry,579,Spain,Female,39,2,151963.26,1,0,158948.63,0
Colombo,504,Spain,Female,46,2,163764.84,1,1,165122.55,1
Harris,737,France,Female,32,7,128551.36,0,1,189402.71,0
Bryan,540,Spain,Female,31,10,118158.74,1,1,158027.57,0
Chigozie,609,France,Male,32,7,118520.41,0,0,3815.48,0
Mullawirraburka,778,France,Male,24,4,0,1,1,162809.2,0
Steele,621,France,Male,40,10,163823.37,0,0,89519.47,0
Zakharov,665,France,Male,63,7,104469.58,1,1,25165.36,1
Ch'eng,608,France,Female,47,6,0,1,1,126012.57,0
Berry,680,Spain,Male,36,7,0,1,0,20109.21,0
Jen,663,France,Female,46,2,141726.88,1,1,58257.23,0
Wang,627,France,Female,35,2,137852.96,1,1,172269.21,1
Chubb,607,France,Male,26,1,0,1,0,29818.2,0
Chen,681,France,Female,43,8,154100.3,0,0,114659.81,0
Mazzanti,766,France,Female,45,6,0,0,0,147184.74,0
T'ao,694,France,Male,30,2,0,0,1,15039.41,0
Ndubueze,411,France,Female,54,9,0,0,1,76621.49,0
Ferri,742,France,Male,39,8,140004.96,1,1,92985.78,0
Thornton,673,Spain,Male,43,8,127132.96,0,1,6009.27,1
DeRose,529,France,Male,61,1,0,1,1,191370.97,0
Montes,519,France,Female,38,7,125328.56,1,0,188225.67,0
Kwemto,573,France,Male,35,9,0,1,0,11743.89,0
Lucchese,453,France,Female,28,3,139986.65,1,0,136846.75,0
Huggins,798,France,Female,39,6,119787.76,1,1,164248.33,0
Wade,693,Spain,Female,34,10,107556.06,0,0,154631.35,0
Kenenna,637,France,Female,44,2,0,1,0,149665.65,0
Wheeler,672,France,Male,47,1,0,0,0,91574.92,0
Cartwright,597,France,Female,28,0,142705.95,1,0,127233.39,0
Iloerika,543,France,Male,42,7,0,1,1,56650.47,0
Palermo,695,Spain,Female,56,4,0,1,0,84644.76,0
Nkemakolam,584,France,Male,35,6,161613.94,1,1,148238.16,0
Butler,652,France,Female,58,3,116353.2,0,1,193502.9,0
Calabresi,601,France,Male,38,4,60013.81,1,1,38020.05,0
Nkemdilim,628,Spain,Male,28,4,0,1,1,176750.81,0
Ch'iu,607,France,Male,32,9,144272.07,1,0,176580.63,0
Alexander,646,France,Female,46,8,0,1,0,133059.15,0
Chiabuotu,572,France,Male,30,6,117696.67,1,0,100843.82,0
Vasilyeva,801,Spain,Male,58,1,79954.61,1,1,30484.19,0
Schneider,597,France,Female,26,8,149989.39,1,0,42330.58,0
Mason,613,France,Male,40,7,124339.9,0,0,193309.58,0
Chukwukadibia,529,France,Male,29,4,135759.4,0,0,112813.79,1
Tsui,794,Spain,Female,37,9,0,1,0,68008.85,0
Banks,557,France,Male,34,3,83074,1,0,132673.22,0
Shih,499,France,Female,28,4,141792.61,1,1,22001.91,0
Tretiakova,544,France,Female,26,6,0,1,0,100200.4,1
Barese,739,France,Female,30,6,0,0,0,122604.44,0
Longo,458,France,Female,43,1,106870.12,1,0,100564.37,0
MacDonald,528,France,Male,31,9,120962.59,1,0,5419.31,0
Chambers,773,Spain,Male,51,4,0,0,0,123587.83,1
Cowen,646,France,Female,30,5,0,1,0,13935.32,0
Iweobiegbunam,564,France,Male,31,0,110527.17,1,1,87060.77,0
Mai,624,France,Female,52,0,133723.43,0,0,4859.59,1
Yu,682,France,Female,52,5,112670.48,1,0,21085.17,1
Duffy,726,France,Female,44,2,0,1,1,26733.86,0
Chiang,560,France,Male,24,1,116084.32,1,0,89734.7,0
Watts,382,Spain,Male,36,0,0,1,1,179540.73,1
Daly,457,Spain,Female,38,6,0,1,0,173219.09,0
Baker,673,France,Female,37,10,0,1,1,37411.35,0
Uvarov,584,France,Female,40,4,82441.75,0,0,80852.11,0
Costa,629,France,Female,39,10,0,1,1,43174.49,1
Genovesi,584,France,Female,37,10,134171.8,1,1,70927.11,1
Doherty,724,France,Male,30,10,0,1,1,54265.55,0
Kaleski,644,France,Male,31,5,0,1,1,41872.17,0
Wright,676,France,Female,48,2,124442.38,1,0,15068.53,1
Huang,499,France,Male,31,4,0,1,0,25950.49,0
Trentino,598,France,Male,60,4,0,1,0,197727.14,1
Chienezie,655,France,Female,37,4,108862.76,1,0,79555.08,1
Sugden,559,France,Male,28,3,141099.43,1,1,15607.27,0
Tu,543,France,Female,67,0,128843.67,1,1,134612.48,0
Onuchukwu,679,France,Male,39,0,86843.61,0,1,159830.58,0
Ugochukwutubelum,594,France,Female,32,4,120074.97,1,1,162961.79,0
Davidson,586,France,Male,27,5,130231.8,1,1,192427.16,0
Goddard,776,France,Female,31,5,0,1,0,92647.94,0
Beck,699,France,Male,39,2,109724.38,1,1,180022.39,0
Beam,847,France,Female,35,5,111743.43,1,1,183584.14,0
Sheppard,582,France,Male,35,8,121309.17,1,1,28750.67,0
Godfrey,648,France,Male,38,10,82697.28,1,0,74846.67,0
Gray,618,France,Female,49,9,44301.43,1,1,89729.3,1
Hsiung,543,France,Female,31,4,138317.94,0,0,61843.73,0
Cameron,642,France,Male,49,4,120688.61,1,0,24770.22,1
Fleming,462,France,Male,27,4,176913.52,1,0,80587.27,0
Austin,640,Spain,Male,47,6,89047.14,1,0,116286.25,0
Wallace,740,France,Male,40,4,114318.78,1,0,129333.69,1
Ku,773,France,Female,50,4,0,1,0,129372.94,0
Fiorentino,583,France,Female,32,7,94753.55,1,1,18149.03,0
Buccho,589,Spain,Female,46,10,0,0,1,168369.37,0
Gordon,509,France,Male,35,8,0,0,1,67431.28,0
Haworth,612,France,Male,32,9,106520.73,1,0,177092.16,0
Guidry,505,Spain,Male,37,0,134006.39,1,1,93736.69,0
Lettiere,546,France,Female,25,3,132837.7,1,0,131647.31,0
Tai,681,France,Female,41,0,120549.29,1,0,175722.31,0
Chigozie,762,France,Male,20,1,139432.55,1,1,85606.83,0
Bezrukov,786,Spain,Male,29,7,80895.44,1,0,64945.57,0
Chia,629,Spain,Male,34,6,0,1,0,190347.72,0
Sheppard,787,Spain,Female,39,7,171646.76,0,1,100791.36,0
Vasilyev,713,Spain,Male,42,0,109121.71,0,1,167873.49,0
Maxwell,541,France,Female,39,6,109844.81,1,0,25289.23,0
Maher,451,France,Female,31,7,140931.82,0,1,20388.77,0
Cocci,644,Spain,Male,49,10,0,1,1,145089.64,0
P'an,686,France,Male,32,6,0,1,1,179093.26,0
Rapuluchukwu,847,France,Female,41,3,101543.51,1,0,16025.17,1
Azuka,765,France,Male,37,7,102708.77,1,0,9087.81,0
Esposito,678,France,Female,37,8,149000.91,1,1,21472.42,0
Hou,539,France,Male,20,0,83459.86,1,1,146752.67,0
Cyril,800,France,Female,40,3,75893.11,1,0,132562.23,0
Tomlinson,799,France,Female,39,7,167395.6,0,1,139537.43,0
Crawford,629,France,Female,61,6,0,1,1,133672.61,0
Chikwado,734,France,Female,52,6,71283.09,0,1,38984.37,0
Hargreaves,542,France,Female,31,3,0,1,1,115217.59,0
Laidley,414,Spain,Male,60,3,0,1,1,93844.82,0
Ferguson,675,France,Female,38,1,104016.88,0,0,22068.83,1
Burns,683,France,Female,38,5,127616.56,1,0,123846.07,0
McNeill,748,France,Male,32,5,154737.88,1,1,172638.13,0
Chukwuebuka,596,Spain,Male,29,2,0,1,1,1591.19,0
Shen,642,France,Male,35,4,125476.31,1,1,91775.51,0
Diaz,499,France,Female,21,3,176511.08,1,1,153920.22,0
Kentish,649,Spain,Female,47,8,110783.28,1,1,71420.16,0
Persse,739,France,Male,42,2,141642.92,1,0,172149.76,0
Okwukwe,616,France,Male,31,1,0,1,1,54706.75,0
Watt,560,Spain,Female,33,9,0,0,1,183358.21,0
Carslaw,427,France,Male,42,1,75681.52,1,1,57098,0
Griffin,435,France,Male,54,3,0,1,0,156910.46,1
Hsia,633,France,Male,29,7,0,1,1,130224.73,0
Fyodorova,443,France,Male,35,6,161111.45,0,0,13946.66,0
Chukwujekwu,727,France,Male,62,5,0,0,1,38652.96,0
Townsend,674,France,Female,45,6,72494.69,0,1,140041.78,0
Marsh,661,France,Female,31,3,133964.3,1,1,166187.1,0
Hayes,619,Spain,Male,34,1,0,1,0,139919.38,0
Padovano,562,France,Female,27,3,0,1,0,28137.03,0
Ma,633,France,Male,61,3,157201.48,0,1,50368.63,0
Ham,551,Spain,Female,48,5,95679.29,0,0,94978.1,0
Paten,720,France,Female,29,7,106230.92,1,1,69903.93,1
Cawthorne,688,France,Female,32,5,0,0,1,177607.77,0
Herbert,635,France,Female,36,9,81231.85,1,0,196731.08,0
Jen,561,France,Female,31,1,81480.27,1,1,65234.6,0
Saunders,850,France,Male,33,8,73059.38,1,1,186281,0
Esquivel,636,France,Male,36,5,117559.05,1,1,111573.3,0
Chao,461,France,Female,74,1,186445.31,1,1,196767.83,0
Eluemuno,771,France,Female,38,5,137657.71,1,0,72985.61,0
Sidorova,713,France,Male,36,8,133889.35,1,1,143265.65,0
Pirogova,658,France,Female,45,9,134562.8,1,1,159268.67,0
Benson,586,France,Female,56,9,100781.75,1,1,54448.41,0
Santana,737,France,Male,30,8,174356.13,0,0,31928.5,0
Williamson,742,France,Male,27,5,190125.43,0,0,21793.59,0
North,824,France,Male,26,7,146266,1,0,21903.62,1
Davies,701,France,Male,41,9,164046.1,1,0,49405.93,0
Siciliano,623,Spain,Female,43,4,123536.52,0,0,154908.52,0
Mironov,744,France,Male,36,10,0,1,1,182867.84,0
Amechi,698,Spain,Female,38,1,171848.38,0,0,16957.45,0
Toscano,616,France,Male,40,9,0,0,0,93717.55,0
Su,662,France,Female,39,5,139562.05,1,0,61636.22,0
Chukwuemeka,594,France,Male,37,2,0,0,1,95864.5,0
P'eng,685,France,Male,40,2,168001.34,1,1,167400.29,0
Lombardo,742,France,Male,27,0,0,0,1,131534.96,0
Lombardi,678,France,Male,83,6,123356.63,0,1,92934.41,0
Butler,651,Spain,Male,47,2,0,1,1,119808.64,0
Dean,585,France,Male,50,2,125845.66,1,0,9439.31,1
Piccio,579,France,Male,40,10,45408.85,1,0,18732.91,0
Bradley,722,France,Female,37,0,125977.81,0,0,160162.42,0
Cameron,613,France,Female,51,7,147262.11,1,1,53630.9,1
Chan,694,France,Male,42,8,133767.19,1,0,36405.21,0
Lettiere,550,France,Male,49,0,108806.96,1,0,61446.92,1
Mironova,741,France,Male,42,6,106036.52,1,0,194686.78,1
